"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"ECR","Eclipse Resources Corporation","2.63","$586.34M","2014","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ecr",
"ECL","Ecolab Inc.","118.34","$34.71B","n/a","Basic Industries","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/ecl",
"DANG","E-Commerce China Dangdang Inc.","6.03","$496.19M","2010","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/dang",
"EC","Ecopetrol S.A.","9.11","$395.92M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ec",
"EIX","Edison International","70.78","$23.06B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/eix",
"EDR","Education Realty Trust Inc.","42.39","$2.8B","2005","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/edr",
"EW","Edwards Lifesciences Corporation","100.04","$21.18B","n/a","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/ew",
"EHIC","eHi Car Services Limited","9.5","$651.38M","2014","Consumer Services","Rental/Leasing Companies","http://www.nasdaq.com/symbol/ehic",
"EJ","E-House (China) Holdings Limited","6.44","$958.42M","2007","Finance","Real Estate","http://www.nasdaq.com/symbol/ej",
"EP^C","El Paso Corporation","49","n/a","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/ep^c",
"EE","El Paso Electric Company","44.6","$1.81B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/ee",
"EGO","Eldorado Gold Corporation","4.23","$3.03B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/ego",
"LLY","Eli Lilly and Company","74.99","$82.78B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/lly",
"ELLI","Ellie Mae, Inc.","84.46","$2.53B","2011","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/elli",
"EFC","Ellington Financial LLC","17.45","$572.82M","2010","Finance","Real Estate","http://www.nasdaq.com/symbol/efc",
"EARN","Ellington Residential Mortgage REIT","13.04","$118.89M","2013","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/earn",
"AKO.A","Embotelladora Andina S.A.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ako.a",
"AKO.B","Embotelladora Andina S.A.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ako.b",
"ERJ","Embraer-Empresa Brasileira de Aeronautica","21.08","$3.88B","2000","Capital Goods","Aerospace","http://www.nasdaq.com/symbol/erj",
"EMC","EMC Corporation","27.83","$54.36B","n/a","Technology","Electronic Components","http://www.nasdaq.com/symbol/emc",
"EME","EMCOR Group, Inc.","47.55","$2.89B","n/a","Capital Goods","Engineering & Construction","http://www.nasdaq.com/symbol/eme",
"EMES","Emerge Energy Services LP","4.61","$111.2M","2013","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/emes",
"EBS","Emergent Biosolutions, Inc.","43.7","$1.75B","2006","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ebs",
"EMG","Emergent Capital, Inc.","3.86","$106.24M","2011","Finance","Life Insurance","http://www.nasdaq.com/symbol/emg",
"EMR","Emerson Electric Company","52.2","$33.58B","n/a","Energy","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/emr",
"EDE","Empire District Electric Company (The)","33.63","$1.48B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/ede",
"ESRT","Empire State Realty Trust, Inc.","19.16","$5.28B","2013","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/esrt",
"EIG","Employers Holdings Inc","29.86","$968.7M","2007","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/eig",
"EDN","Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor)","14.66","$664.43M","2007","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/edn",
"EOCC","Empresa Nacional de Electricidad S.A.","26.24","$7.17B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/eocc",
"ICA","Empresas Ica Soc Contrladora","0.5892","$90M","1992","Basic Industries","Military/Government/Technical","http://www.nasdaq.com/symbol/ica",
"ENBL","Enable Midstream Partners, LP","14.74","$6.23B","2014","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/enbl",
"EEQ","Enbridge Energy Management LLC","21.48","$1.63B","2002","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/eeq",
"EEP","Enbridge Energy, L.P.","21.7","$9.33B","n/a","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/eep",
"ENB","Enbridge Inc","40.46","$37.59B","n/a","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/enb",
"ECA","Encana Corporation","7.64","$6.49B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/eca",
"EXK","Endeavour Silver Corporation","3.05","$338.16M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/exk",
"EOCA","Endesa Americas S.A.","12.57","$3.44B","2016","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/eoca",
"GI","EndoChoice Holdings, Inc.","4.26","$110.81M","2015","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/gi",
"ENH","Endurance Specialty Holdings Ltd","67.21","$4.53B","2003","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/enh",
"ENH^B.CL","Endurance Specialty Holdings Ltd","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/enh^b.cl",
"ENH^C","Endurance Specialty Holdings Ltd","26.15","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/enh^c",
"NDRO","Enduro Royalty Trust","3.57","$117.81M","2011","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ndro",
"EGN","Energen Corporation","47.41","$4.6B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/egn",
"ENR","Energizer Holdings, Inc.","46.73","$2.89B","2015","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/enr",
"EPC","Energizer Holdings, Inc.","79.98","$4.75B","n/a","Consumer Non-Durables","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/epc",
"ETE","Energy Transfer Equity, L.P.","11.64","$12.16B","2006","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/ete",
"ETP","ENERGY TRANSFER PARTNERS","35.69","$18.51B","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/etp",
"ERF","Enerplus Corporation","5.14","$1.06B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/erf",
"ENIA","Enersis Americas S.A.","7.75","$7.61B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/enia",
"ENIC","Enersis Chile S.A.","5.56","$5.46B","2016","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/enic",
"ENS","Enersys","59.61","$2.59B","2004","Consumer Non-Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/ens",
"EGL","Engility Holdings, Inc.","23.61","$867.66M","2015","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/egl",
"E","ENI S.p.A.","30.9","$56.15B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/e",
"ENLK","EnLink Midstream Partners, LP","16.07","$5.35B","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/enlk",
"ENLC","EnLink Midstream, LLC","15.54","$2.8B","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/enlc",
"EBF","Ennis, Inc.","18.39","$479.41M","n/a","Consumer Services","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/ebf",
"ENVA","Enova International, Inc.","7.5","$248.69M","2014","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/enva",
"NPO","Enpro Industries","50.24","$1.09B","n/a","Basic Industries","Metal Fabrications","http://www.nasdaq.com/symbol/npo",
"ESV","ENSCO plc","9.73","$2.93B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/esv",
"ETM","Entercom Communications Corporation","12.43","$477.97M","1999","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/etm",
"EAA","Entergy Arkansas, Inc.","25.46","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/eaa",
"EAB","Entergy Arkansas, Inc.","25.39","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/eab",
"EAE","Entergy Arkansas, Inc.","25.33","n/a","2013","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/eae",
"ETR","Entergy Corporation","75.65","$13.52B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/etr",
"ELA","Entergy Louisiana, Inc.","25.57","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/ela",
"ELB","Entergy Louisiana, Inc.","25.56","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/elb",
"ELJ","Entergy Louisiana, Inc.","25.53","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/elj",
"ELU","Entergy Louisiana, Inc.","25.14","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/elu",
"EFM","Entergy Mississippi, Inc.","25.96","$223.52M","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/efm",
"EMQ.CL","Entergy Mississippi, Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/emq.cl",
"EMZ","Entergy Mississippi, Inc.","25.439","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/emz",
"ENJ","Entergy New Orleans, Inc.","25.37","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/enj",
"ENO","Entergy New Orleans, Inc.","26.17","n/a","2016","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/eno",
"EZT","Entergy Texas Inc","26.89","n/a","2014","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/ezt",
"EPD","Enterprise Products Partners L.P.","27.62","$57.49B","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/epd",
"EVC","Entravision Communications Corporation","7.25","$645.42M","2000","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/evc",
"ENV","Envestnet, Inc","33.58","$1.43B","2010","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/env",
"EVHC","Envision Healthcare Holdings, Inc.","24.39","$4.56B","2013","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/evhc",
"EVA","Enviva Partners, LP","22.85","$565.71M","2015","Basic Industries","Forest Products","http://www.nasdaq.com/symbol/eva",
"ENZ","Enzo Biochem, Inc.","6.18","$284.85M","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/enz",
"EOG","EOG Resources, Inc.","81.57","$44.89B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/eog",
"EPE","EP Energy Corporation","5.19","$1.31B","2014","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/epe",
"EPAM","EPAM Systems, Inc.","75.74","$3.84B","2012","Technology","EDP Services","http://www.nasdaq.com/symbol/epam",
"EPR","EPR Properties","71.07","$4.52B","1997","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/epr",
"EPR^C","EPR Properties","27.65","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/epr^c",
"EPR^E","EPR Properties","34.4772","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/epr^e",
"EPR^F","EPR Properties","26.33","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/epr^f",
"EQT","EQT Corporation","73.16","$12.64B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/eqt",
"EQGP","EQT GP Holdings, LP","25.93","$6.9B","2015","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/eqgp",
"EQM","EQT Midstream Partners, LP","75.47","$5.97B","2012","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/eqm",
"EFX","Equifax, Inc.","126.29","$15.03B","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/efx",
"EQC","Equity Commonwealth","28.92","$3.63B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/eqc",
"EQC^D","Equity Commonwealth","26.08","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eqc^d",
"EQCO","Equity Commonwealth","25.4","n/a","2012","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/eqco",
"ELS","Equity Lifestyle Properties, Inc.","73.36","$6.21B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/els",
"ELS^C","Equity Lifestyle Properties, Inc.","26.06","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/els^c",
"EQY","Equity One, Inc.","29.27","$4.16B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/eqy",
"EQR","Equity Residential","68.72","$25.12B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/eqr",
"EQS","Equus Total Return, Inc.","1.79","$22.69M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eqs",
"ERA","Era Group, Inc.","9.86","$205.87M","n/a","Transportation","Transportation Services","http://www.nasdaq.com/symbol/era",
"EROS","Eros International PLC","14.9","$871.67M","2013","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/eros",
"ESE","ESCO Technologies Inc.","39.79","$1.02B","n/a","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/ese",
"ESNT","Essent Group Ltd.","21.77","$2.03B","2013","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/esnt",
"ESS","Essex Property Trust, Inc.","226.9","$14.85B","1994","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ess",
"EL","Estee Lauder Companies, Inc. (The)","92","$33.97B","1995","Consumer Non-Durables","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/el",
"ESL","Esterline Technologies Corporation","67.19","$1.97B","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/esl",
"DEG","Etablissements Delhaize Freres et Cie &quot;Le Lion&quot; S.A.","26.06","$10.82B","n/a","Consumer Services","Food Chains","http://www.nasdaq.com/symbol/deg",
"ETH","Ethan Allen Interiors Inc.","33.58","$931.63M","1993","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/eth",
"EURN","Euronav NV","10.11","$1.61B","2015","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/eurn",
"EEA","European Equity Fund, Inc. (The)","8.03","$70.01M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eea",
"EVER","EverBank Financial Corp.","15.23","$1.91B","2012","Finance","Savings Institutions","http://www.nasdaq.com/symbol/ever",
"EVER^A","EverBank Financial Corp.","25.75","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ever^a",
"EVR","Evercore Partners Inc","51.6","$2.05B","2006","Finance","Investment Managers","http://www.nasdaq.com/symbol/evr",
"RE","Everest Re Group, Ltd.","178.53","$7.56B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/re",
"EVRI","Everi Holdings Inc.","1.5","$99.06M","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/evri",
"ES","Eversource Energy","55.01","$17.45B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/es",
"EVTC","Evertec, Inc.","15.15","$1.15B","2013","Technology","EDP Services","http://www.nasdaq.com/symbol/evtc",
"EVDY","Everyday Health, Inc.","6.59","$218.73M","2014","Technology","EDP Services","http://www.nasdaq.com/symbol/evdy",
"EVGN","Evogene Ltd.","6.89","$175.26M","2013","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/evgn",
"EVH","Evolent Health, Inc","15.06","$905.02M","2015","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/evh",
"EXAM","ExamWorks Group, Inc.","34.85","$1.45B","2010","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/exam",
"EXAR","Exar Corporation","6.81","$330.41M","1985","Technology","Semiconductors","http://www.nasdaq.com/symbol/exar",
"XCO","EXCO Resources NL","0.7922","$223.91M","2006","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/xco",
"EXC","Exelon Corporation","34.33","$30.46B","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/exc",
"EXCU","Exelon Corporation","47.3","$41.97B","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/excu",
"EXPR","Express, Inc.","14.48","$1.14B","2010","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/expr",
"STAY","Extended Stay America, Inc.","14.2","$2.87B","2013","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/stay",
"EXTN","Exterran Corporation","12.68","$445.61M","2015","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/extn",
"EXR","Extra Space Storage Inc","92.93","$11.64B","2004","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/exr",
"XOM","Exxon Mobil Corporation","90.01","$373.24B","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/xom",
"FNB","F.N.B. Corporation","13.39","$2.81B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fnb",
"FNB^E","F.N.B. Corporation","30.25","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fnb^e",
"FN","Fabrinet","34.78","$1.25B","2010","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/fn",
"FDS","FactSet Research Systems Inc.","159.57","$6.52B","1996","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/fds",
"FICO","Fair Isaac Corporation","111.57","$3.48B","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/fico",
"FMSA","Fairmount Santrol Holdings Inc.","5.37","$867.27M","2014","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/fmsa",
"FPI","Farmland Partners Inc.","11.1","$133.99M","2014","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/fpi",
"FFG","FBL Financial Group, Inc.","62.95","$1.57B","1996","Finance","Life Insurance","http://www.nasdaq.com/symbol/ffg",
"FCB","FCB Financial Holdings, Inc.","37.15","$1.51B","2014","Finance","Major Banks","http://www.nasdaq.com/symbol/fcb",
"AGM","Federal Agricultural Mortgage Corporation","36.16","$377.9M","n/a","Finance","Finance Companies","http://www.nasdaq.com/symbol/agm",
"AGM.A","Federal Agricultural Mortgage Corporation","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/agm.a",
"AGM^A","Federal Agricultural Mortgage Corporation","25.65","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/agm^a",
"AGM^B","Federal Agricultural Mortgage Corporation","27.77","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/agm^b",
"AGM^C","Federal Agricultural Mortgage Corporation","26.5","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/agm^c",
"FRT","Federal Realty Investment Trust","153.6","$10.89B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/frt",
"FSS","Federal Signal Corporation","12.86","$777.53M","n/a","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/fss",
"FII","Federated Investors, Inc.","32.51","$3.38B","1998","Finance","Investment Managers","http://www.nasdaq.com/symbol/fii",
"FPT","Federated Premier Intermediate Municipal Income Fund","14.23","$99.36M","2002","n/a","n/a","http://www.nasdaq.com/symbol/fpt",
